date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:00	2072/2072	---M--	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202024%2023:02:10%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/parallaxie.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/parallaxie.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:02	63403/63403	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Nov%202021%2017:25:12%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/gsap.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/gsap.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:03	17047/17047	---M--	200	added ('OK')	application/javascript	date:Sat,%2023%20Dec%202023%2000:41:34%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/magiccursor.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/magiccursor.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:03	15524/15524	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Apr%202024%2018:45:42%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/SplitText.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/SplitText.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:04	16155/16155	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Jan%202024%2018:42:36%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/ScrollTrigger.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/ScrollTrigger.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:05	16064/16064	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Mar%202017%2014:56:32%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/wow.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/wow.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:06	7944/7944	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Apr%202024%2001:59:50%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/function.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/function.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:08	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2006%20May%202024%2011:15:08%20GMT	https://fonts.googleapis.com/robots.txt		(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:09	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2011:15:09%20GMT	https://fonts.gstatic.com/robots.txt		(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:15:10	94791/94791	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Apr%202024%2023:57:38%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/hero-img-1.jpg	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/images/hero-img-1.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
